Title,Text,Time,Url
В России снижается потребление рыбы,"В России снижается потребление рыбы

По его словам, уровень потребления ""очень сильно"" зависит от доходов населения. Поэтому необходимо принимать меры для удешевления рыбы и рыбной продукции. С другой стороны, считает он, необходимо более активно популяризовать потребление рыбы. ""У нас все-таки культура потребления рыбной продукции не в приморских регионах невысокая"", - считает глава Росрыболовства.
Говоря о поставках рыбы с Дальнего Востока в центральные регионы страны, Шестков сообщил, что ""удивительно, но проблем нет"". ""Мы ожидали, что они могут возникнуть, мы постоянно мониторили ситуацию с загрузкой холодильных мощностей на Дальнем Востоке, вот сейчас они загружены на 40%. Но даже в лососевую путину максимальная загрузка была 80%, - сказал он. - Мы давно говорили, что нам необходимо строительство новых холодильных мощностей, и они стали там появляться. Мы еще будем строить холодильные мощности с возможностями перевалки"".
Шестаков также сообщил, что в прошлом году отправка рыбы с Дальнего Востока железнодорожным транспортом выросла на 17%, сроки составляют от 10 до 15 дней.
""Есть определенная проблема с подвижным составом, но я знаю, что ряд компаний сейчас планирует закупать дополнительно рефконтейнеры и развивать это направление для того, чтобы повысить ритмичность этих отправок"", - сказал глава Росрыболовства.
С другой стороны, часть продукции из Северного бассейна, предназначенной для азиатских рынков, была отправлена на Дальний Восток Северным морским путем, сообщил он.","08.02.2023, 16:33",https://ru.investing.com/news/economy/article-2223807
Потанин: России не стоит повторять за Западом практику незаконных конфискаций активов,"Потанин: России не стоит повторять за Западом практику незаконных конфискаций активов

Также он считает, что идея конфискации активов западных стран и имущества покинувших страну граждан РФ противоречит политике правительства по укреплению благоприятного инвестиционного климата. Такие призывы лишают мотивации российских предпринимателей, порождая неуверенность в праве собственности, отметил бизнесмен.
""Конфискация [активов] является скрытой или явной формой воровства. Это разрушает инвестиционный климат той юрисдикции, в которой это происходит. Страны ""коллективного Запада"", которые построили свое общество на определенных ценностях, в числе которых краеугольным было уважение частной собственности, напрасно это разрушают, и это по ним ударит. А нам не надо этого повторять. Зачем же повторять ошибки других?"", - сказал он.
Потанин обратил внимание на негативный опыт конфискаций собственности, полученный Россией после 1917 года. ""Мы свою прививку уже получили в 1917 году. И все помнят, к чему это привело. Неуважение к личным свободам людей и праву собственности привело по совокупности к плохим последствиям. Поэтому от этого надо просто уметь воздержаться"", - подчеркнул он.
""На уважении к праву собственности строится предпринимательская активность, строится мотивация людей. И лишение их такого рода мотивации - это очень вредная вещь"", - полагает Потанин.
Помимо этого, национализация усугубит проблемы излишней государственной собственности и ограничения инвестиционной активности, считает Потанин. По его мнению, задача государства - подхватывать только те участки, которые бизнес не может охватить по причине, например, отсутствия коммерческих перспектив.
""У нас в принципе экономика скорее страдает от излишнего государственного участия, поэтому новая национализация, на мой взгляд, идет вразрез в целом с финансовой и экономической политикой нашего правительства и нашей страны. Не нужно нам плодить лишнюю государственную собственность, особенно в таких областях, как торговля, хайтек и прочее. Не надо конфискаций, не надо национализации. Надо развивать инвестиционный климат и замещать одни инвестиции другими - отечественными и из дружественных стран"", - полагает он.
""Я считаю, что этот процесс должен продолжаться, стимулироваться, в том числе в части замещения иностранных инвестиций. Если какие-то компании уходят из нашей страны, то вместо того чтобы к ним применять какие-то конфискационные и иные жесткие меры, гораздо проще дать возможность инвестиционному сообществу самому разрешить эту проблему. У него для этого есть все возможности замещения иностранных инвестиций отечественными"", - добавил бизнесмен.
Разговоры про национализацию и конфискацию отвлекают от темы, которая заслуженно является мэйнстримом с весны 2022 г - укрепления внутреннего инвестиционного климата, полагает Потанин.
Потанин выступает резко против конфискации имущества у уехавших из страны россиян: ""У нас страна очень привержена общинным, ортодоксальным традициям. Мы же не падки, например, на всякие новомодные тренды в вопросах брака и семьи. И твердо на этом стоим. Почему мы думаем, что можно по-другому относиться к таким фундаментальным институтам, как собственность или уважение личности человека?"".
""Уехали программисты, сейчас идет дискуссия, пускать ли их обратно. Люди уехали, у них, наверное, на это были какие-то причины. Но большинство из них продолжают работать на нашу страну, экономику, компании. Кто-то из них вернется, кто-то нет. Зачем же их отталкивать и гнать? Они наймутся в другие компании. Это же наша сила, а не слабость - их мозги, способность производить продукт, которого, кстати, нам катастрофически не хватает"", - подчеркнул Потанин. Он напомнил, что Россия обеспечена собственным программным обеспечением всего на 20%, и в новых условиях ей необходим интеллектуальный потенциал отечественных специалистов для ликвидации этого гэпа.
""За счет чего мы будем восстанавливать тот ущерб, который нашей экономике нанесли санкции? Мы будем восстанавливать его, прежде всего, за счет людей, которые способны это делать, поэтому надо уважительно отнестись к их убеждениям, которые, может быть, несколько не нравятся более патриотично настроенным людям. Терпимость надо проявлять"", - считает бизнесмен.
Потанин убежден в том, что наказывать людей, работающих на экономику страны из-за границы или удаленно, не стоит.
""Вообще надо с этой демагогией кончать. Людей, которые вредят и наносят ущерб нашей стране здесь или там, надо судить, доказывать их вину и соответствующим образом по закону наказывать. А тех, кто по-другому думает, надо оценивать по вкладу в общее дело. Эти ребята, которые уехали, они вклад вносят, они делают свой продукт, очень нам нужный. Я бы вообще их никак не дискриминировал, по крайней мере достаточно длительный период времени. Ситуация острая, необычная. У этих молодых людей рушатся представления о том, как мир устроен"".
Уехавшим из страны россиянам надо дать возможность ""почувствовать, понять, попробовать"", считает предприниматель.
""Отбирать собственность и клеймить раньше времени людей, мне кажется, - это признак слабости. А мы - сильная страна, сильная нация, по крайней мере, мечтаем о том, чтобы так восприниматься. Поэтому мы должны сильные ходы делать, а не слабые. Нарушение прав собственности - это импульсивный, слабый ход. И наказание людей за то, что они работают, условно говоря, из Еревана или даже из какой-нибудь Германии на нашу экономику, это тоже импульсивный, популистский ход"", - заключил Потанин.","23.01.2023, 10:29",https://ru.investing.com/news/economy/article-2217432
"Потанин: идею слиянии ""Норникеля"" и ""Русала"" придется отложить на более поздний срок","© Reuters. Потанин: идею слиянии ""Норникеля"" и ""Русала"" придется отложить на более поздний срок

Потанин повторил, что после ухода Олега Дерипаски от управления ""Русалом (MCX:RUAL)"" там ""не с кем стало разговаривать"". ""Инициатива о переговорах по слиянию исходила от нового руководства ""Русала"", но в диалог вступить так и не удалось"", - сообщил Потанин. ""Идея объединения подождет, она не умерла, но на время потеряла свою срочность или свою актуальность "", - уточнил он. Для многих компаний вопросы M&A отошли сейчас на второй план, добавил он.RUAL )"" там ""не с кем стало разговаривать"". ""Инициатива о переговорах по слиянию исходила от нового руководства ""Русала"", но в диалог вступить так и не удалось"", - сообщил Потанин. ""Идея объединения подождет, она не умерла, но на время потеряла свою срочность или свою актуальность "", - уточнил он. Для многих компаний вопросы M&A отошли сейчас на второй план, добавил он. 
Также Потанин сообщил, что после завершения акционерного соглашения в этом году ""Норникель"" перейдет к обычной системе корпоративного управления.
""Я считаю, что это хорошо, потому что соглашение свою роль в определенный период острого конфликта сыграло, конфликт этот притушило. А сейчас это уже рудимент, который мешает в каком-то смысле развитию компании и создает излишние права у акционеров, чего нет в нормальном корпоративном управлении"", - пояснил Потанин.
Эта система корпоративного управления вполне позволяет принять решение о таком механизме поощрения сотрудников, как наделение их акциями в рамках программы ""народного капитализма"", сказал Потанин.
Контакты с ""Русалом"" как с крупным акционером продолжатся в рамках обычной работы совета директоров ""Норникеля"", добавил он
""Интеррос"" Потанина сейчас владеет около 35,95% акций ""Норникеля"". ""Русал"" контролирует 26,25%. Доля Crispian - около 4% акций. Free float ""Норникеля"" - около 33%. Соглашение акционеров ""Норникеля"" истекает в конце этого года и ранее Потанин неоднократно отмечал, что не заинтересован в продлении.","18.09.2022, 09:28",https://ru.investing.com/news/stock-market-news/article-2183838
"""Норникель"" с 2023 года запустит 10-летнюю программу мотивации сотрудников","""Норникель"" с 2023 года запустит 10-летнюю программу мотивации сотрудников

Ранее Потанин объявил, что в рамках мотивационной программы 10% акций Росбанка по льготным условиям перейдут к сотрудникам этой кредитной организации.
Потанин считает, что идея ""народного капитализма"" в цифровой форме перспективна в социальном плане и может заинтересовать и других представителей крупного бизнеса. ""Частично это будет за счет того, что мы будем наделять наших сотрудников акциями ""Норильского никеля"" в цифровой форме. Частично мы будем поддерживать тренд на рынке, чтобы их люди покупали, чтобы они были более доступными"", - пояснил он.
""Идея в том, чтобы в каком-то смысле восстановить некую историческую справедливость - когда ""Норильский никель (MCX:GMKN)"" был приватизирован [в 1994 г], то порядка 25% акций принадлежали работникам. Но, к сожалению, работники не смогли в полной мере воспользоваться преимуществами такого рода вложений, многие продали эти акции. Мне хотелось бы восстановить эту историческую справедливость и привести к тому, чтобы 25% акций ""Норникеля"" опять вернулись к людям, в том числе к работникам"", - пояснил Потанин.GMKN )"" был приватизирован [в 1994 г], то порядка 25% акций принадлежали работникам. Но, к сожалению, работники не смогли в полной мере воспользоваться преимуществами такого рода вложений, многие продали эти акции. Мне хотелось бы восстановить эту историческую справедливость и привести к тому, чтобы 25% акций ""Норникеля"" опять вернулись к людям, в том числе к работникам"", - пояснил Потанин. 
Конкретные параметры и условия программы вырабатываются и будут анонсированы до конца года, добавил Потанин.
Работники компании получат возможность приобрести цифровые финансовые активы (ЦФА) на акции ""Норникеля"", выпущенные на токенизационной платформе ""Атомайз"", пояснил глава компании. Программа получит название ""Цифровой инвестор"".
Используя ЦФА, покупку акций ""Норникеля"" можно фрагментировать, то есть приобретать одну бумагу частями (актуальная рыночная стоимость одной акции ""Норникеля сейчас около 16,2 тыс. рублей), то есть инвестировать смогут люди, не располагающие большими накоплениями.
Программа будет реализовываться на базе платформы ""Атомайз"" и будет предусматривать определённые lock up периоды, чтобы люди, как сказал Потанин, могли бы ""пожить с ними"", не продавать слишком быстро.
""Одной из проблем ранней приватизации было то, что люди не успели понять, что такое эта собственность, что такое эти доли, акции и прочее. Поэтому и не критично оценивали то, какие активы хорошие, какие плохие, и очень легко из них выходили, поддаваясь на уговоры"", - пояснил он.
Эмитентом такой программы должна быть либо некоммерческая организация, либо дочерняя структура, управляющая пакетом.
Сейчас в руках частных инвесторов находится до 10% акций ""Норникеля"".
""Интеррос"" Потанина сейчас владеет около 35,95% акций ""Норникеля"". ""Русал (MCX:RUAL)"" контролирует 26,25%. Доля Crispian - около 4% акций. Free float ""Норникеля"" - около 33%.RUAL )"" контролирует 26,25%. Доля Crispian - около 4% акций. Free float ""Норникеля"" - около 33%. 
На этой неделе компания ""Интеррос"", принадлежащая Потанину, сообщила о передаче до 50% акций Росбанка в эндаумент благотворительного фонда Потанина, а еще 10% - в виде ЦФА сотрудникам банка. Эти 10% направляются на программу поддержки сотрудников в виде цифровых финансовых активов на базе платформы ""Атомайз"", которую развивает ""Интеррос"".
Сотрудники банка будут получать акции не бесплатно, а на льготных условиях.
Потанин как контролирующий собственник Росбанка в конце июня этого года был включен в санкционные списки Великобритании.","17.09.2022, 17:36",https://ru.investing.com/news/economy/article-2183815
"Клиенты ВТБ приобрели первые 0,5 тонны золота в слитках","Клиенты ВТБ приобрели первые 0,5 тонны золота в слитках

ВТБ лишь в середине марта запустил продажу золота в слитках. Причем доступен этот инструмент в основном для состоятельных клиентов: минимальный объем для приобретения - 1 кг (стоимость такого объема золота сейчас свыше 6 млн рублей, исходя из учетной цены ЦБ РФ), максимальный - 26,6 кг (около 160 млн рублей).
В общей сложности 0,5 тонны золота оценивается примерно в 3 млрд рублей.
Костин отметил также интерес клиентов к другим новым инструментам. ""Буквально на днях"" ВТБ стал открывать клиентам счета в юанях, и за это время граждане уже внесли на них сумму, эквивалентную 16 млрд рублей, заявил он.
Интерес физлиц к драгметаллам в слитках стал расти после отмены 20-процентного НДС при их реализации, а также введения регулятором ограничений на снятие физлицами наличной валюты. Сбербанк (MCX:SBER), например, отмечал 30-кратный рост спроса клиентов на драгметаллы в слитках (в основном в золоте), не раскрывая при этом абсолютных цифр.SBER ), например, отмечал 30-кратный рост спроса клиентов на драгметаллы в слитках (в основном в золоте), не раскрывая при этом абсолютных цифр.","25.03.2022, 15:59",https://ru.investing.com/news/commodities-news/article-2144615
Выдача льготной ипотеки с господдержкой может занять 75-80% от общего объема продаж - глава ВТБ,"© Пресс-служба банка ВТБ Выдача льготной ипотеки с господдержкой может занять 75-80% от общего объема продаж - глава ВТБ

Сделки по предварительно одобренным заявкам банк планирует провести 1 апреля, после вступления в силу постановления о новых условиях программы.
Ранее ВТБ сообщал, что с начала марта банк выдал на 35% больше льготных ипотечных кредитов, чем за тот же период февраля. С аналогичными заявлениями выступил Сбербанк (MCX:SBER).SBER ). 
Накануне правительство объявило о новых параметрах льготной ипотеки на новостройки с 1 апреля 2022 года. ""Пришло время изменить параметры и вернуть к тому, как они были раньше, а именно поднять ставку до 12%, а в сегодняшних условиях это не плохая ставка, и сумму кредитов для четырех регионов, где стоимость недвижимости высокая, поднять до 12 млн, а для всех других ставку поднять с 3 до 6 млн"", - заявил вице-премьер Марат Хуснуллин. Остальные льготные программы с господдержкой остались без изменений.","25.03.2022, 14:16",https://ru.investing.com/news/economy/article-2144572
"Рынок российских акций завершил торги снижением на 0,3-0,9%","© Reuters. Рынок российских акций завершил торги снижением на 0,3-0,9%

Во вторник в Азии преобладала негативная динамика индексов акций (японский Nikkei 225 просел на 0,4%, китайский Shanghai Composite упал на 1,1%, гонконгский Hang Seng потерял 0,2%, тем временем южнокорейский Kospi прибавил 1,2%). Резервный банк Австралии (RBA) сохранил ключевую ставку без изменений на рекордном минимуме 0,1% по итогам ноябрьского заседания. Регулятор также оставил еженедельный объем скупки гособлигаций на уровне 4 млрд австралийских долларов ($2,98 млрд). Скупка будет осуществляться по крайней мере до середины февраля 2022 года.Nikkei 225 просел на 0,4%, китайский Shanghai Composite упал на 1,1%, гонконгский Hang Seng потерял 0,2%, тем временем южнокорейский Kospi прибавил 1,2%). Резервный банк Австралии (RBA) сохранил ключевую ставку без изменений на рекордном минимуме 0,1% по итогам ноябрьского заседания. Регулятор также оставил еженедельный объем скупки гособлигаций на уровне 4 млрд австралийских долларов ($2,98 млрд). Скупка будет осуществляться по крайней мере до середины февраля 2022 года. 
В Европе наблюдалась смешанная динамика индексов, умеренным ростом открылась Америка. Трейдеры сохраняли осторожный подход в преддверии двухдневного заседания Федеральной резервной системы США. Они ожидают, что по его итогам ФРС начнет сворачивать пакет стимулирующих мер на фоне усиливающейся инфляции, которая уже достигла максимума за последние три десятилетия.
На нефтяном рынке цены сегодня снижались, нефть Brent не смогла закрепиться на рубеже $85 за баррель. Согласно данным Wood Mackenzie, ссылающейся на информацию трейдеров, запасы в Кушинге, где хранится нефть, торгуемая на Nymex, за период с 26 по 29 октября увеличились на 852 тыс. баррелей.нефть Brent не смогла закрепиться на рубеже $85 за баррель. Согласно данным Wood Mackenzie, ссылающейся на информацию трейдеров, запасы в Кушинге, где хранится нефть, торгуемая на Nymex, за период с 26 по 29 октября увеличились на 852 тыс. баррелей. 
В центре внимания трейдеров на этой неделе - очередное заседание ОПЕК+ 4 ноября. Эксперты в основном ожидают, что альянс примет решение об увеличении добычи в следующем месяце в соответствии с принятым ранее планом - на 400 тыс. баррелей в сутки (б/с).
Индекс МосБиржи снизился на 0,33% и по состоянию на 18:50 мск составил 4207,53 пункта.Индекс МосБиржи снизился на 0,33% и по состоянию на 18:50 мск составил 4207,53 пункта. 
Индекс РТС упал на 0,87% - до 1850,83 пункта.РТС упал на 0,87% - до 1850,83 пункта. 
Лидерами падения среди ""голубых фишек"" стали акции РБК-ТВ (MCX:RBCM), Роснефти (MCX:ROSN), Мосэнерго (MCX:MSNG), Татнефти (MCX:TATN).RBCM ), Роснефти (MCX: ROSN ), Мосэнерго (MCX: MSNG ), Татнефти (MCX: TATN ).","02.11.2021, 18:58",https://ru.investing.com/news/stock-market-news/article-2103333
Глава Минпромторга: господдержка лизинга гражданской авиатехники из средств ФНБ будет идти в основном через ГТЛК,"Глава Минпромторга: господдержка лизинга гражданской авиатехники из средств ФНБ будет идти в основном через ГТЛК

""Мы не ограничиваем в данном случае выбор. Это вопрос условий и тех ковенант, требований, которые будут предъявляться лизинговым компаниям. Но основной пакет заказов придется, конечно, на ГТЛК, потому что есть и капитал собственный, есть опыт привлечения внебюджетных средств через еврооблигации, коммерческие кредиты по ставкам существенно ниже, чем у других частных лизинговых компаний"", - сказал он в интервью Илье Доронову в эфире РБК-ТВ (MCX:RBCM).RBCM ). 
Мантуров также высказал надежду, что рассчитанная на 3 года программа поддержки лизинга гражданской авиатехники будет в дальнейшем продлена.
Государство планирует в ближайшие 3 года выделить из ФНБ на лизинг гражданских самолетов и вертолетов более 200 млрд рублей. Средства будут выделяться под 1,5% годовых, заявлял в июле Мантуров. Он также говорил о том, что по предложению Минфина РФ на средства ФНБ придется 60% необходимого финансирования лизинговых поставок, еще 40% составят внебюджетные источники.","02.08.2021, 11:23",https://ru.investing.com/news/economy/article-2073324
Минпромторг не обсуждал в ходе совещания с металлургами повышение налогов,"Минпромторг не обсуждал в ходе совещания с металлургами повышение налогов

""Вопросы дополнительных налоговых изъятий из отрасли в ходе совещания не затрагивались"", - заявили в пресс-службе Минпромторга по итогам прошедшего во вторник совещания. ""Кроме того, в рамках совещания предварительно обсуждалась возможность введения практики закупок металлопродукции в Росрезерв"", - говорится в сообщении ведомства.
В совещании помимо представителей металлургических компаний приняли участие представители Минфина и Минэкономразвития.
В части госстроек на совещании обсуждалось продолжение процесса заключения прямых долгосрочных контрактов с формульным образованием ""с возможностью увеличения глубины таких контрактов на период до нескольких лет"".
""Металлурги подтвердили готовность предоставлять скидки по таким контрактам. При этом Минпромторг России совместно с Минстроем России продолжит работу по определению списка бенефициаров таких контрактов"", - отмечается в сообщении.
При обсуждении ГОЗ шла речь об поставках металлопродукции по зафиксированной в контрактах цене. ""Металлурги выразили готовность не повышать контрактную цену и поставить необходимый объем металла по закрепленной в долгосрочных контрактах цене"", - сообщили в Минпромторге. Со своей стороны министерство планирует создать реестр исполнителей ГОЗ и предоставит металлургам референцию по объемам их заказов за предыдущий период.
Несколько источников, близких к участникам совещания, рассказали ""Интерфаксу"", что основным было принятие решение ""интенсифицировать процесс предоставления скидок по госстройкам"" - и теперь представители отрасли готовятся к встрече с премьер-министром Михаилом Мишустиным.
Накануне первый вице-премьер Андрей Белоусов обвинил металлургов в получении 100 млрд руб. сверхдоходов из-за роста цен. ""Мы посчитали, что металлурги нас (государство, бюджет) - извините за это слово - ""нахлобучили"" в части госкапвложений и гособоронзаказа примерно на 100 млрд рублей (...) Я говорил некоторым из них: ""Ребят, я сейчас даже не буду думать, как с вас снять (эту сумму) - такой налог, сякой, через НДПИ. Единственное, ценник вот"", - сказал он в интервью РБК ТВ (MCX:RBCM).RBCM ). 
На это основной владелец группы НЛМК (MCX:NLMK) Владимир Лисин заявил, что планы правительства не учитывают рост налоговых отчислений и инвестиций в отрасли. Бизнес в лице Российского союза промышленников и предпринимателей выразил мнение, что ""расчет ущерба для экономики в 100 млрд рублей вызывает вопросы: налоговые перечисления металлургических компаний в этом году благодаря конъюнктуре рынка металлов существенно выросли и превышают затраты госстроек от роста цен"".NLMK ) Владимир Лисин заявил, что планы правительства не учитывают рост налоговых отчислений и инвестиций в отрасли. Бизнес в лице Российского союза промышленников и предпринимателей выразил мнение, что ""расчет ущерба для экономики в 100 млрд рублей вызывает вопросы: налоговые перечисления металлургических компаний в этом году благодаря конъюнктуре рынка металлов существенно выросли и превышают затраты госстроек от роста цен"". 
Предполагалось, что вопрос об изъятии дополнительного дохода, полученного металлургами на фоне роста цен на их продукцию, будет обсуждаться на совещании в Минпромторге. Об этом в частности ранее во вторник сообщил замминистра промышленности и торговли Виктор Евтухов. Он также отмечал, что Минпромторг будет ждать от металлургических компаний предложений по стабилизации цен на внутреннем рынке.
Минпромторг предупреждал ранее металлургов, что в случае продолжения роста цен на их продукцию власти могут прибегнуть к жестким мерам. В их числе Евтухов на прошлой неделе перечислял временную экспортную пошлину на металлопродукцию, повышение НДПИ, увеличение ставки на ж/д перевозку экспортных грузов, отмену возврата входящего НДС при экспорте метпродукции, увеличение ставки налога на прибыль.
Пока основным инструментом стабилизации цен на внутреннем рынке метпродукции (помимо введения повышенной пошлины на лом в не менее 45 евро/т, которая, как ожидается, будет вновь увеличена до не менее 70 евро/т) остается заключение прямых контрактов. Во вторник Евтухов сообщил, что с начала года было заключено более 600 договоров. ""Это договоры не только государственных строек и закупок, но и для коммерческих вопросов. Что касается договоров именно для реализации государственных проектов со скидками до 30-40%, может более, - сейчас эта работа идёт и по крупным инфраструктурном проектам, и по заявкам регионов"", - заявлял он.","02.06.2021, 09:19",https://ru.investing.com/news/economy/article-2059839
"Металлурги должны вернуть бюджету 100 млрд руб. сверхдоходов, полученных за счет государства - Белоусов","Металлурги должны вернуть бюджету 100 млрд руб. сверхдоходов, полученных за счет государства - Белоусов

""Мы посчитали, что металлурги нас (государство, бюджет) - извините за это слово - ""нахлобучили"" в части госкапвложений и гособоронзаказа примерно на 100 млрд руб."", - сказал он.
""Я говорил некоторым из них: ""Ребят, я сейчас даже не буду думать, как с вас снять (эту сумму) - такой налог, сякой, через НДПИ. Единственное, ценник вот (100 млрд руб.)"", - сказал чиновник.
По словам Белоусова, металлурги ""конечно, понимают"", что нужно будет возвращать в бюджет сверхдоходы, но пока нет решений о механизме изъятий. ""У нас рынок свободный, но государство имеет все возможности установить налоги таким образом, чтобы то, что они получили, у них забрать. Это, я думаю, мы сделаем"", - заявил Белоусов.
Первый вице-премьер также выступил против демпфера на металлы по образцу зернового.
""Единственное, в чем сложность здесь: классический способ борьбы против такого разрыва между внутренними и мировыми ценами - это экспортная пошлина либо модифицированная экспортная пошлина, такая как демпфер. То, что у нас уже несколько лет применяется в нефтяной промышленности: после того как мы отказались от экспортной пошлины, ввели этот обратный акциз, демпфер и так далее. Мы сейчас начали вводить такой демпфер по зерну, - заявил он интервью РБК ТВ. - Но я против того, чтобы вводить такого рода инструменты против металлургов. Уж лучше НДПИ ввести. Потому что рынки забиты, и сейчас ряд наших коллег-конкурентов - например, американцы, да и европейцы тоже - они прорабатывают или уже ввели компенсационные меры так называемые против наших экспортеров"".
""Было бы странно, если бы мы своими действиями помогали нашим конкурентам делать то, что они собираются делать, с некоторым трудом, скажем так, собирая информацию о том, как мы, чего и как, аргументы. Поэтому, я думаю, что экспортные пошлины - это крайний случай"", - добавил Белоусов.
Он также отметил, что является ""сторонником"" введения экспортной пошлины на лом.
Меры по сдерживанию роста цен на сталь на внутреннем рынке обсуждаются с конца прошлого года. В конце апреля этот вопрос поднимался также на совещании у Андрея Белоусова и вице-премьера Юрия Борисова. Пока арсенал средств защиты внутреннего рынка включает заключение прямых контрактов с застройщиками, скидки на металл госкомпаниям, а также повышение экспортной пошлины на лом металлов (до 5%, но не менее 70 евро/тонна).
На прошлой неделе министерство промышленности и торговли РФ, не добившись приемлемой динамики цен на стальную продукцию на внутреннем рынке, решило стимулировать дискуссию с производителями посредством радикальных предложений - включая введение временной пошлины в размере 20-30% на экспорт всего их ассортимента, а также повышением НДПИ до 10х.
""Я предлагаю пообсуждать. Забиться к себе в норку и ни на что не обращать внимания - не получится, это 100%. Я хочу всем сказать, что решения все равно приниматься будут. Но я предлагаю подумать, что можно предложить сегодня государству для того, чтобы сделать цены на внутреннем рынке приемлемыми и оторвать их от цен внешних"", - заявил заместитель министра промышленности и торговли Виктор Евтухов в ходе международного металлургического саммита ""Русская сталь: стратегия роста"".
Замминистра также предлагал металлургам обсудить увеличение повышающего коэффициента на ж/д перевозки металлургических грузов на экспорт, рассмотреть вопрос повышения ставки НДПИ для горнодобывающих компаний (""например, коэффициент будет не 3,5, а 10""), отмену возврата входящего НДС при экспорте метпродукции, увеличение ставки налога на прибыль. По его словам, все перечисленные министерством временные меры по недопущению роста цен на металлургическую продукцию предложены к обсуждению отрасли. Евтухов выразил надежду, что, предложив набор вариантов, сможет запустить дискуссию с отраслью по ситуации с ценами на рынке.
По данным Минпромторга, цены на холоднокатаный и горячекатаный прокат выросли более чем на 80-90%, оцинкованный прокат - более чем на 90%, прокат с полимерным покрытием - на 70%. При этом рост стоимости железорудного сырья ""оказался самым минимальным"".
Министерство также продолжает проработку механизма создания запасов металлов для ценовых интервенций.
Ассоциация ""Русская сталь"" опубликовала в воскресенье сообщение, согласно которому налоговые платежи меткомпаний за полгода превысят 200 млрд рублей, что почти вдвое превышает показатель за аналогичный период 2020 года (данные за 2019 год ассоциация не приводит).
""Прогноз 2021 года позволяет говорить о росте налоговых поступлений в бюджетную систему страны на 250 млрд рублей по сравнению с прошлым годом"", - говорится в сообщении.
В 2021 году стальная отрасль увеличит инвестиции по сравнению с 2020 годом до 300 млрд рублей (279 млрд рублей годом ранее и 265 млрд рублей в 2019 году) с приоритетом на экологические проекты, отмечают в ""Русской стали"".
Компании, входящие в ассоциацию, увеличат в 1-м полугодии 2021 года производство металла, согласно предварительным данным, на 5% по сравнению с аналогичным периодом доковидного 2019 года. В январе-июне сталепроизводители выпустят, по предварительным подсчетам, 38 млн тонн металла.
""Русская сталь"" объединяет крупнейших производителей металлургической продукции в России. Компании, входящие в ассоциацию, производят 98% российского чугуна, около 90% стали и российского проката, около 60% труб, а также значительную долю сырья для металлургической промышленности. Членами ""Русской стали"" являются Evraz, ""Новолипецкий металлургический комбинат (MCX:NLMK)"", ""Северсталь (MCX:CHMF)"", ""Магнитогорский металлургический комбинат (MCX:MAGN)"", ""ОЭМК"" ""Металлоинвеста"", ""Мечел (MCX:MTLR)"", ""Объединенная металлургическая компания"", ""Трубная металлургическая компания (MCX:TRMK)"" и ""Промышленно-металлургический холдинг"".NLMK )"", ""Северсталь (MCX: CHMF )"", ""Магнитогорский металлургический комбинат (MCX: MAGN )"", ""ОЭМК"" ""Металлоинвеста"", ""Мечел (MCX: MTLR )"", ""Объединенная металлургическая компания"", ""Трубная металлургическая компания (MCX: TRMK )"" и ""Промышленно-металлургический холдинг"". 
Акции металлургических компаний упали в начале сегодняшних торгов на ""Мосбирже"" на 1-6% на новостях о возможных новых налоговых изъятиях; при этом дополнительное давление на ценные бумаги ряда из них оказали дивидендные отсечки.","31.05.2021, 10:57",https://ru.investing.com/news/economy/article-2059267
