Title,Text,Time,Url,Value
VK может завершить проект производства умных колонок,"© Reuters. VK может завершить проект производства умных колонок Капсула с голосовым ассистентом Маруся
sMart-lab.ru - О том, что VK (MCX:VKCO) намерена завершить проект умных колонок «Капсула» с голосовым ассистентом «Маруся», “Ъ” рассказали два собеседника на IT-рынке и подтвердил собеседник в крупной сети по продаже бытовой техники и электроники. Как следует из данных СПАРК, принадлежащее компании VK ООО «ВК Умные устройства» 24 октября начало процедуру реорганизации. Юрлицо будет присоединено к ООО «ВК Стор» по итогам реорганизации актива, следует из сообщения «ВК Стор» от 18 октября в СПАРК.VKCO ) намерена завершить проект умных колонок «Капсула» с голосовым ассистентом «Маруся», “Ъ” рассказали два собеседника на IT-рынке и подтвердил собеседник в крупной сети по продаже бытовой техники и электроники. Как следует из данных СПАРК, принадлежащее компании VK ООО «ВК Умные устройства» 24 октября начало процедуру реорганизации. Юрлицо будет присоединено к ООО «ВК Стор» по итогам реорганизации актива, следует из сообщения «ВК Стор» от 18 октября в СПАРК. 
В VK отказались комментировать реорганизацию, собеседник “Ъ”, близкий к компании, уверяет, что данная процедура направлена на оптимизацию корпоративного управления. При этом несколько собеседников “Ъ” среди крупных IT-компаний сообщили, что VK намерена завершить проект умных колонок «Капсула» с «Марусей». «Такое решение связано с низким показателем продаж устройств как в количественном выражении, так и в денежном»,— говорит один из них. Другой источник “Ъ” на рынке бытовой техники и электроники, знакомый с планами холдинга, подтвердил, что VK не планирует развивать данное направление бизнеса в будущем.
В начале августа Sostav писал, что VK намерена сократить сотрудников подразделения разработки голосового ассистента, однако в самой компании информацию не подтверждали. По словам одного из собеседников “Ъ”, часть сотрудников уже перешла в МТС (MCX:MTSS). В МТС на вопрос о том, нанял ли оператор бывших сотрудников VK, ответили, что фокусируются на R&D новых направлений, таких как голосовые ассистенты и AI-Агенты. «Мы всегда привлекаем лучших специалистов со всего рынка»,— уточнил представитель оператора.MTSS ). В МТС на вопрос о том, нанял ли оператор бывших сотрудников VK, ответили, что фокусируются на R&D новых направлений, таких как голосовые ассистенты и AI-Агенты. «Мы всегда привлекаем лучших специалистов со всего рынка»,— уточнил представитель оператора. 
В самой VK не подтверждают информацию о возможном закрытии направления умных колонок. «Все команды, вовлеченные в реализацию проекта, работают в прежнем режиме»,— говорит представитель компании, добавляя, что в октябре VK представила новую модель VK «Капсула Про». Однако источник “Ъ” утверждает, что данная модель будет одной из последних в линейке колонок VK и на данный момент корпорация «распродает остатки» предыдущей партии товаров.
По предварительным данным «М.Видео-Эльдорадо», за девять месяцев 2024 года в РФ было продано 3,3 млн умных колонок на общую сумму 27 млрд руб., что больше на 41% в штуках и на 49% в деньгах аналогичного периода прошлого года. На умные колонки «Яндекса» пришлось 90% продаж как в деньгах, так и в штуках, а также заметен рост у колонок «Сбера» (SberBoom, SberBoom Home и SberBoom Mini). Долю «Сбера» и VK в «М.Видео-Эльдорадо» не назвали. В «Яндексе (MCX:YDEX)» отказались от комментариев, в «Сбере (MCX:SBER)» не ответили “Ъ”. По оценке другого собеседника “Ъ” среди ритейлеров, доля умных колонок VK на российском рынке в штучном выражении увеличилась на 16% год к году, до 7,5% рынка, всего было продано 166 тыс. «Капсул» в 2024 году. Однако общая доля в выручке по рынку умных колонок год к году сократилась на 6%, до 653 млн руб., а средняя цена на «Капсулы» VK — на 19% В 2023 году VK отменила подписку VK Combo (в нее входили «ВК Музыка», онлайн-кинотеатр «Ростелекома (MCX:RTKM)» Wink и т. д.), и закрытие проекта «Капсулы» укладывается в логику развития экосистемы, говорит директор департамента новых технологий J’son & Partners Consulting Дмитрий Колесов. «Экосистема VK имеет ряд особенностей — это прежде всего соцсеть, основной контент в которой создают сами пользователи»,— говорит он. Господин Колесов считает, что направление развития экосистем через голосовые помощники для VK не так актуально, как для «Яндекса» или «Сбера». Поэтому на экосистему VK возможное закрытие «Капсул» не повлияет.YDEX )» отказались от комментариев, в «Сбере (MCX: SBER )» не ответили “Ъ”. По оценке другого собеседника “Ъ” среди ритейлеров, доля умных колонок VK на российском рынке в штучном выражении увеличилась на 16% год к году, до 7,5% рынка, всего было продано 166 тыс. «Капсул» в 2024 году. Однако общая доля в выручке по рынку умных колонок год к году сократилась на 6%, до 653 млн руб., а средняя цена на «Капсулы» VK — на 19% В 2023 году VK отменила подписку VK Combo (в нее входили «ВК Музыка», онлайн-кинотеатр «Ростелекома (MCX: RTKM )» Wink и т. д.), и закрытие проекта «Капсулы» укладывается в логику развития экосистемы, говорит директор департамента новых технологий J’son & Partners Consulting Дмитрий Колесов. «Экосистема VK имеет ряд особенностей — это прежде всего соцсеть, основной контент в которой создают сами пользователи»,— говорит он. Господин Колесов считает, что направление развития экосистем через голосовые помощники для VK не так актуально, как для «Яндекса» или «Сбера». Поэтому на экосистему VK возможное закрытие «Капсул» не повлияет. 
Читайте оригинальную статью на сайте sMart-lab.ru","13.11.2024, 10:38",https://ru.investing.com/news/general/article-2568919,-0.011283206257772464
VK может завершить проект производства умных колонок,"© Reuters. VK может завершить проект производства умных колонок Капсула с голосовым ассистентом Маруся
sMart-lab.ru - О том, что VK (MCX:VKCO) намерена завершить проект умных колонок «Капсула» с голосовым ассистентом «Маруся», “Ъ” рассказали два собеседника на IT-рынке и подтвердил собеседник в крупной сети по продаже бытовой техники и электроники. Как следует из данных СПАРК, принадлежащее компании VK ООО «ВК Умные устройства» 24 октября начало процедуру реорганизации. Юрлицо будет присоединено к ООО «ВК Стор» по итогам реорганизации актива, следует из сообщения «ВК Стор» от 18 октября в СПАРК.VKCO ) намерена завершить проект умных колонок «Капсула» с голосовым ассистентом «Маруся», “Ъ” рассказали два собеседника на IT-рынке и подтвердил собеседник в крупной сети по продаже бытовой техники и электроники. Как следует из данных СПАРК, принадлежащее компании VK ООО «ВК Умные устройства» 24 октября начало процедуру реорганизации. Юрлицо будет присоединено к ООО «ВК Стор» по итогам реорганизации актива, следует из сообщения «ВК Стор» от 18 октября в СПАРК. 
В VK отказались комментировать реорганизацию, собеседник “Ъ”, близкий к компании, уверяет, что данная процедура направлена на оптимизацию корпоративного управления. При этом несколько собеседников “Ъ” среди крупных IT-компаний сообщили, что VK намерена завершить проект умных колонок «Капсула» с «Марусей». «Такое решение связано с низким показателем продаж устройств как в количественном выражении, так и в денежном»,— говорит один из них. Другой источник “Ъ” на рынке бытовой техники и электроники, знакомый с планами холдинга, подтвердил, что VK не планирует развивать данное направление бизнеса в будущем.
В начале августа Sostav писал, что VK намерена сократить сотрудников подразделения разработки голосового ассистента, однако в самой компании информацию не подтверждали. По словам одного из собеседников “Ъ”, часть сотрудников уже перешла в МТС (MCX:MTSS). В МТС на вопрос о том, нанял ли оператор бывших сотрудников VK, ответили, что фокусируются на R&D новых направлений, таких как голосовые ассистенты и AI-Агенты. «Мы всегда привлекаем лучших специалистов со всего рынка»,— уточнил представитель оператора.MTSS ). В МТС на вопрос о том, нанял ли оператор бывших сотрудников VK, ответили, что фокусируются на R&D новых направлений, таких как голосовые ассистенты и AI-Агенты. «Мы всегда привлекаем лучших специалистов со всего рынка»,— уточнил представитель оператора. 
В самой VK не подтверждают информацию о возможном закрытии направления умных колонок. «Все команды, вовлеченные в реализацию проекта, работают в прежнем режиме»,— говорит представитель компании, добавляя, что в октябре VK представила новую модель VK «Капсула Про». Однако источник “Ъ” утверждает, что данная модель будет одной из последних в линейке колонок VK и на данный момент корпорация «распродает остатки» предыдущей партии товаров.
По предварительным данным «М.Видео-Эльдорадо», за девять месяцев 2024 года в РФ было продано 3,3 млн умных колонок на общую сумму 27 млрд руб., что больше на 41% в штуках и на 49% в деньгах аналогичного периода прошлого года. На умные колонки «Яндекса» пришлось 90% продаж как в деньгах, так и в штуках, а также заметен рост у колонок «Сбера» (SberBoom, SberBoom Home и SberBoom Mini). Долю «Сбера» и VK в «М.Видео-Эльдорадо» не назвали. В «Яндексе (MCX:YDEX)» отказались от комментариев, в «Сбере (MCX:SBER)» не ответили “Ъ”. По оценке другого собеседника “Ъ” среди ритейлеров, доля умных колонок VK на российском рынке в штучном выражении увеличилась на 16% год к году, до 7,5% рынка, всего было продано 166 тыс. «Капсул» в 2024 году. Однако общая доля в выручке по рынку умных колонок год к году сократилась на 6%, до 653 млн руб., а средняя цена на «Капсулы» VK — на 19% В 2023 году VK отменила подписку VK Combo (в нее входили «ВК Музыка», онлайн-кинотеатр «Ростелекома (MCX:RTKM)» Wink и т. д.), и закрытие проекта «Капсулы» укладывается в логику развития экосистемы, говорит директор департамента новых технологий J’son & Partners Consulting Дмитрий Колесов. «Экосистема VK имеет ряд особенностей — это прежде всего соцсеть, основной контент в которой создают сами пользователи»,— говорит он. Господин Колесов считает, что направление развития экосистем через голосовые помощники для VK не так актуально, как для «Яндекса» или «Сбера». Поэтому на экосистему VK возможное закрытие «Капсул» не повлияет.YDEX )» отказались от комментариев, в «Сбере (MCX: SBER )» не ответили “Ъ”. По оценке другого собеседника “Ъ” среди ритейлеров, доля умных колонок VK на российском рынке в штучном выражении увеличилась на 16% год к году, до 7,5% рынка, всего было продано 166 тыс. «Капсул» в 2024 году. Однако общая доля в выручке по рынку умных колонок год к году сократилась на 6%, до 653 млн руб., а средняя цена на «Капсулы» VK — на 19% В 2023 году VK отменила подписку VK Combo (в нее входили «ВК Музыка», онлайн-кинотеатр «Ростелекома (MCX: RTKM )» Wink и т. д.), и закрытие проекта «Капсулы» укладывается в логику развития экосистемы, говорит директор департамента новых технологий J’son & Partners Consulting Дмитрий Колесов. «Экосистема VK имеет ряд особенностей — это прежде всего соцсеть, основной контент в которой создают сами пользователи»,— говорит он. Господин Колесов считает, что направление развития экосистем через голосовые помощники для VK не так актуально, как для «Яндекса» или «Сбера». Поэтому на экосистему VK возможное закрытие «Капсул» не повлияет. 
Читайте оригинальную статью на сайте sMart-lab.ru","13.11.2024, 10:38",https://ru.investing.com/news/general/article-2568919,-0.016774869511565975
"Рынок акций РФ закрылся ростом, Индекс МосБиржи (ММВБ) прибавил 0,61%","© Reuters. Рынок акций РФ закрылся ростом, Индекс МосБиржи (ММВБ) прибавил 0,61%
Investing.com – Фондовый рынок РФ завершил торги среды ростом за счет укрепления секторов горнодобывающей промышленности, телекоммуникаций и нефти и газа.горнодобывающей промышленности , телекоммуникаций и нефти и газа . 
На момент закрытия на Московской фондовой бирже Индекс МосБиржи (ММВБ) поднялся на 0,61%.Индекс МосБиржи (ММВБ) поднялся на 0,61%. 
В лидерах роста среди компонентов индекса Индекс МосБиржи (ММВБ) по итогам сегодняшних торгов были акции ОК РУСАЛ МКПАО (MCX:RUAL), которые подорожали на 1,29 п. (3,84%), закрывшись на отметке в 35,01. Котировки Полюс ПАО (MCX:PLZL) выросли на 261,50 п. (1,80%), завершив торги на уровне 14.799,50. Бумаги Магнит ПАО (MCX:MGNT) выросли в цене на 4,00 п. (0,09%), закрывшись на отметке 4.408,00.Индекс МосБиржи (ММВБ) по итогам сегодняшних торгов были акции ОК РУСАЛ МКПАО (MCX: RUAL ), которые подорожали на 1,29 п. (3,84%), закрывшись на отметке в 35,01. Котировки Полюс ПАО (MCX: PLZL ) выросли на 261,50 п. (1,80%), завершив торги на уровне 14.799,50. Бумаги Магнит ПАО (MCX: MGNT ) выросли в цене на 4,00 п. (0,09%), закрывшись на отметке 4.408,00. 
Лидерами падения стали акции ПИК-специализированный застройщик ПАО (MCX:PIKK), цена которых упала на 45,10 п. (7,92%), завершив сессию на отметке 524,00. Акции Аэрофлот ПАО (MCX:AFLT) поднялись на 2,66 п. (4,74%), закрывшись на уровне 53,45, а АФК СИСТЕМА ПАО (MCX:AFKS) снизились в цене на 0,57 п. (4,34%) и завершили торги на отметке 12,47.PIKK ), цена которых упала на 45,10 п. (7,92%), завершив сессию на отметке 524,00. Акции Аэрофлот ПАО (MCX: AFLT ) поднялись на 2,66 п. (4,74%), закрывшись на уровне 53,45, а АФК СИСТЕМА ПАО (MCX: AFKS ) снизились в цене на 0,57 п. (4,34%) и завершили торги на отметке 12,47. 
На Московской фондовой бирже количество подорожавших бумаг (125) превысило количество закрывшихся в минусе (119), а котировки 12 акций практически не изменились.
Котировки акций ПИК-специализированный застройщик ПАО (MCX:PIKK) упали до 52-недельного минимума, упав на 7,92%, 45,10 п., и завершили торги на отметке 524,00. Котировки акций АФК СИСТЕМА ПАО (MCX:AFKS) упали до 52-недельного минимума, подешевев на 4,34%, 0,57 п., и завершили торги на отметке 12,47.PIKK ) упали до 52-недельного минимума, упав на 7,92%, 45,10 п., и завершили торги на отметке 524,00. Котировки акций АФК СИСТЕМА ПАО (MCX: AFKS ) упали до 52-недельного минимума, подешевев на 4,34%, 0,57 п., и завершили торги на отметке 12,47. 
Индекс волатильности Индекс волатильности российского рынка, который формируется на основе показателей торговли опционами на Индекс МосБиржи (ММВБ), вырос на 5,37% до отметки 40.21.Индекс волатильности российского рынка , который формируется на основе показателей торговли опционами на Индекс МосБиржи (ММВБ), вырос на 5,37% до отметки 40.21. 
Фьючерс на фьючерс на золото с поставкой в декабре прибавил 0,65%, или 18,00, достигнув отметки $2.799,10 за тройскую унцию. Что касается других товаров, цены на фьючерсы на нефть WTI с поставкой в декабре выросли на 2,81%, или 1,89, до $69,10 за баррель. Фьючерсы на фьючерс на нефть Brent с поставкой в январе не изменились 0,00%, или 0,00, до отметки $72,66 за баррель.
Между тем на рынке Форекс пара USD/RUB существенно не изменилась 0,00% до 97,02, а котировки EUR/RUB не изменились 0,00%, достигнув отметки 105,34.
Фьючерс на индекс USD опустился на 0,18% до 104,00.","31.10.2024, 00:20",https://ru.investing.com/news/stock-market-news/article-2551897,0.028842520551011244
Топ-10 акций на рынке РФ по версии брокера ВТБ,"© Reuters.
Investing.com — Аналитики брокера «ВТБ Мои Инвестиции» обновили подборку самых перспективных бумаг на российском фондовом рынке. Из списка фаворитов исключили бумаги судоходной компании «Совкомфлот», пишет РБК со ссылкой на сообщение брокера. Вместо них в подборку вошли акции МТС (MCX:MTSS).ВТБ Мои Инвестиции» обновили подборку самых перспективных бумаг на российском фондовом рынке. Из списка фаворитов исключили бумаги судоходной компании «Совкомфлот» , РБК со ссылкой на сообщение брокера. Вместо них в подборку вошли акции МТС (MCX: MTSS ). 
«Мы добавляем акции МТС, так как ожидаем их позитивную динамику в преддверии объявления рекомендации по дивидендам, которое предположительно состоится в мае 2024 года. Исторически акции МТС начинают расти в цене примерно за три месяца до рекомендации. По нашим оценкам, дивидендная доходность акций компании может составить 13%», — говорит инвестиционный стратег брокера «ВТБ Мои Инвестиции» Станислав Клещев.
«Мы добавляем акции МТС, так как ожидаем их позитивную динамику в преддверии объявления рекомендации по дивидендам, которое предположительно состоится в мае 2024 года. Исторически акции МТС начинают расти в цене примерно за три месяца до рекомендации. По нашим оценкам, дивидендная доходность акций компании может составить 13%», — говорит инвестиционный стратег брокера «ВТБ Мои Инвестиции» Станислав Клещев.
По словам Клещева, позитивным катализатором для акций МТС также может стать продажа части бизнеса, что позволит компании существенно снизить долговую нагрузку. В ноябре прошлого года «Коммерсантъ» со ссылкой на источники писал, что МТС возобновила переговоры по продаже своих сотовых вышек, в ее портфеле 23 тыс. антенно-мачтовых сооружений.
Акции «Совкомфлота» «ВТБ Мои Инвестиции» добавили в подборку перспективных бумаг в декабре прошлого года. Решение было принято в связи с выплатами промежуточных дивидендов и включением акций в индекс Мосбиржи. Исключение из числа фаворитов эксперты связывают с исчерпанием этих краткосрочных драйверов роста.индекс Мосбиржи . Исключение из числа фаворитов эксперты связывают с исчерпанием этих краткосрочных драйверов роста. 
Топ-10 акций российского фондового рынка с учетом последнего обновления:российского фондового рынка с учетом последнего обновления: 
От редакции
Если вы ищете платформу, которая позволит вам с легкостью анализировать рыночные инструменты и отбирать именно те, которые подходят для вашего портфеля и вашего стиля инвестирования, как это делают наши авторы, предлагаем вам воспользоваться InvestingPro.. 
А мы дарим вам купон на дополнительную скидку 10% на двухгодовую подписку: RUTRADERS4EVER.
Не забудьте ввести купон в специальное поле при оформлении и оплате подписки!! 
Читайте нас в Telegram и «ВКонтакте».и","22.01.2024, 17:46",https://ru.investing.com/news/stock-market-news/article-2353723,-0.018202085308394973
"Рынок акций РФ закрылся ростом, Индекс МосБиржи (ММВБ) прибавил 0,94%","Рынок акций РФ закрылся ростом, Индекс МосБиржи (ММВБ) прибавил 0,94%
Investing.com – Фондовый рынок РФ завершил торги вторника ростом за счет укрепления секторов электроснабжения, горнодобывающей промышленности и нефти и газа.электроснабжения , горнодобывающей промышленности и нефти и газа . 
На момент закрытия на Московской фондовой бирже Индекс МосБиржи (ММВБ) поднялся на 0,94%.Индекс МосБиржи (ММВБ) поднялся на 0,94%. 
В лидерах роста среди компонентов индекса Индекс МосБиржи (ММВБ) по итогам сегодняшних торгов были акции Аэрофлот ПАО (MCX:AFLT), которые подорожали на 2,09 п. (3,88%), закрывшись на отметке в 56,01. Котировки ГМК Норильский никель ПАО (MCX:GMKN) выросли на 3,60 п. (3,79%), завершив торги на уровне 99,70. Бумаги Новолипецкий металлургический комбинат ПАО (MCX:NLMK) выросли в цене на 4,06 п. (3,46%), закрывшись на отметке 121,28.Индекс МосБиржи (ММВБ) по итогам сегодняшних торгов были акции Аэрофлот ПАО (MCX: AFLT ), которые подорожали на 2,09 п. (3,88%), закрывшись на отметке в 56,01. Котировки ГМК Норильский никель ПАО (MCX: GMKN ) выросли на 3,60 п. (3,79%), завершив торги на уровне 99,70. Бумаги Новолипецкий металлургический комбинат ПАО (MCX: NLMK ) выросли в цене на 4,06 п. (3,46%), закрывшись на отметке 121,28. 
Лидерами падения стали акции ГДР ROS AGRO PLC ORD SHS (MCX:AGRODR), цена которых упала на 26,40 п. (2,21%), завершив сессию на отметке 1.169,40. Акции Мобильные ТелеСистемы ПАО (MCX:MTSS) поднялись на 2,40 п. (1,27%), закрывшись на уровне 186,50, а ПИК-специализированный застройщик ПАО (MCX:PIKK) снизились в цене на 4,10 п. (0,72%) и завершили торги на отметке 569,10.AGRODR ), цена которых упала на 26,40 п. (2,21%), завершив сессию на отметке 1.169,40. Акции Мобильные ТелеСистемы ПАО (MCX: MTSS ) поднялись на 2,40 п. (1,27%), закрывшись на уровне 186,50, а ПИК-специализированный застройщик ПАО (MCX: PIKK ) снизились в цене на 4,10 п. (0,72%) и завершили торги на отметке 569,10. 
На Московской фондовой бирже количество подорожавших бумаг (194) превысило количество закрывшихся в минусе (54), а котировки 8 акций практически не изменились.
Котировки акций ПИК-специализированный застройщик ПАО (MCX:PIKK) упали до 52-недельного минимума, снизившись на 0,72%, 4,10 п., и завершили торги на отметке 569,10.PIKK ) упали до 52-недельного минимума, снизившись на 0,72%, 4,10 п., и завершили торги на отметке 569,10. 
Индекс волатильности Индекс волатильности российского рынка, который формируется на основе показателей торговли опционами на Индекс МосБиржи (ММВБ), упал на 1,40% до отметки 40.20, достигнув нового 52-недельного максимума.Индекс волатильности российского рынка , который формируется на основе показателей торговли опционами на Индекс МосБиржи (ММВБ), упал на 1,40% до отметки 40.20, достигнув нового 52-недельного максимума. 
Фьючерс на фьючерс на золото с поставкой в декабре прибавил 1,14%, или 31,40, достигнув отметки $2.787,30 за тройскую унцию. Что касается других товаров, цены на фьючерсы на нефть WTI с поставкой в декабре выросли на 0,16%, или 0,11, до $67,49 за баррель. Фьючерсы на фьючерс на нефть Brent с поставкой в январе подорожали на 0,01%, или 0,01, до отметки $71,03 за баррель.
Между тем на рынке Форекс пара USD/RUB существенно не изменилась 0,00% до 97,50, а котировки EUR/RUB упали на 0,02%, достигнув отметки 105,46.
Фьючерс на индекс USD опустился на 0,06% до 104,13.","30.10.2024, 00:20",https://ru.investing.com/news/stock-market-news/article-2549583,0.009097956084427122
Золото на одномесячном минимуме из-за крепкого доллара,"© Reuters.
Investing.com — Золото торгуется на месячных минимумах после падения в понедельник на фоне укрепления доллара, вдохновленного подебой Трампа на выборах в США, пишет Bloomberg.Bloomberg. 
После падения на 2,5% в ходе предыдущей сессии, золото остается под давлением во вторник. Декабрьские фьючерсы торговались на $2 612, с понижением на 0,17% по состоянию на 09:27 мск. Ранее контракты отметили минимум 20 октября на $2 609. Спотовое золото торговалось в районе $2 607, теряя почти 0,5%. Одномесячный минимум ранее был зафиксирован на $2 604.фьючерсы торговались на $2 612, с понижением на 0,17% по состоянию на 09:27 мск. Ранее контракты отметили минимум 20 октября на $2 609. Спотовое золото торговалось в районе $2 607, теряя почти 0,5%. Одномесячный минимум ранее был зафиксирован на $2 604. 
Тем временем индекс доллара продвинулся до 105,72 впервые с начала июля, практически непрерывно укрепляясь с конца сентября. Причем трейдеры ожидают дальнейшего укрепления валюты благодаря торговым тарифам Трампа и устойчивому экономическому росту в США.индекс доллара продвинулся до 105,72 впервые с начала июля, практически непрерывно укрепляясь с конца сентября. Причем трейдеры ожидают дальнейшего укрепления валюты благодаря торговым тарифам Трампа и устойчивому экономическому росту в США. 
Драгоценный металл подешевел более чем на 4% с момента выборов на прошлой неделе, поскольку хедж-фонды ликвидировали бычьи ставки, а потоки биржевых фондов стали менее благоприятными на фоне широкомасштабного перехода на акции США.
Распродажа также является «частично технической», поскольку пробой 50-дневной скользящей средней заставил фонды покрыть длинные позиции, по словам Криса Вестона, главы исследовательского отдела Pepperstone Group Ltd.
При этом с начала года золото подорожало на 25% благодаря циклу смягчения ФРС, покупкам со стороны центробанков и повышенным геополитическим и экономическим рискам, которые привели к росту спроса на убежище.
В среду инвесторы будут ждать отчет по инфляции в США, чтобы получить представление о пути смягчения ФРС после того как на прошлой неделе центральный банк США снизил ставку на 25 базисных пунктов. Многие экономисты считают, что инфляционное воздействие политики Трампа приведет к меньшему количеству снижений ставок, чем ожидалось ранее. Более низкие процентные ставки, как правило, играют на руку низкодоходному золоту.инфляции в США, чтобы получить представление о пути смягчения ФРС после того как на прошлой неделе центральный банк США снизил ставку на 25 базисных пунктов. Многие экономисты считают, что инфляционное воздействие политики Трампа приведет к меньшему количеству снижений ставок, чем ожидалось ранее. Более низкие процентные ставки, как правило, играют на руку низкодоходному золоту.","12.11.2024, 09:38",https://ru.investing.com/news/commodities-news/article-2567155,0.0096768894233653
ОПЕК ухудшила прогноз спроса на нефть четвертый месяц подряд,"© Reuters.
Investing.com — ОПЕК четвертый месяц подряд снижает прогнозы роста мирового спроса на нефть в этом и следующем году, запоздало признав замедление темпов роста основного потребителя — Китая. Об этом пишет Bloomberg.нефть в этом и следующем году, запоздало признав замедление темпов роста основного потребителя — Китая. Об этом Bloomberg. 
Мировое потребление нефти увеличится на 1,8 миллиона баррелей в день — чуть менее чем на 2% — в 2024 году, говорится в ежемесячном отчете Организации стран-экспортеров нефти. Это на 107 000 баррелей в день меньше, чем прогнозировалось ранее, после того как данные из таких азиатских стран, как Китай и Индия, а также из Африки, оказались ниже ожиданий, говорится в докладе.
С июля ОПЕК сократила прогнозы роста спроса на нефть в этом году почти на пятую часть в соответствии с резким снижением цен на сырую нефть. Однако прогноз картеля остается значительно более оптимистичным, чем у других прогнозистов — банков и торговых домов с Уолл-стрит и даже нефтяной компании Саудовской Аравии Aramco. Это примерно вдвое больше, чем прогнозирует Международное энергетическое агентство.Aramco . Это примерно вдвое больше, чем прогнозирует Международное энергетическое агентство. 
Члены группы демонстрируют недоверие к прогнозам базирующегося в Вене секретариата. Возглавляемая Саудовской Аравией, ОПЕК и ее союзники дважды откладывали возобновление добычи, приостановленной с 2022 года. Серия скромных ежемесячных увеличений должна начаться в начале следующего года и будет рассмотрена на заседании 1 декабря.дважды откладывали возобновление добычи, приостановленной с 2022 года. Серия скромных ежемесячных увеличений должна начаться в начале следующего года и будет рассмотрена на заседании 1 декабря. 
С начала июля международные фьючерсы на сырую нефть упали примерно на 18%, поскольку трейдеры все больше уверены, что конфликт на Ближнем Востоке не нарушит экспорт региона. Вместо этого они сосредоточились на замедлении темпов роста в Китае, где спрос сокращается уже несколько месяцев подряд, поскольку Пекин борется с целым рядом экономических проблем.нефть упали примерно на 18%, поскольку трейдеры все больше уверены, что конфликт на Ближнем Востоке не нарушит экспорт региона. Вместо этого они сосредоточились на замедлении темпов роста в Китае, где спрос сокращается уже несколько месяцев подряд, поскольку Пекин борется с целым рядом экономических проблем. 
Перспективы могут пошатнуться после прихода к власти избранного президента Дональда Трампа, который пригрозил ввести жесткие торговые тарифы против Китая и других стран. Во время своего предыдущего срока Трамп подавил экспорт нефти из Ирана, члена ОПЕК, в связи со спором о ядерной программе Тегерана.
Тем временем руководство ОПЕК+ может утешиться улучшением показателей некоторых членов, которые отстают в реализации мер по сокращению добычи.
Согласно отчету, Казахстан в октябре сократил добычу на 292 000 баррелей в день до 1,29 миллиона в день. Это ниже его квоты, что означает, что страна начала выполнять дополнительные ограничения, которые она обещала ввести в качестве компенсации за предыдущее перепроизводство. Сокращение может быть просто отражением временного технического обслуживания на гигантском нефтяном месторождении Кашаган.
Ирак также постепенно снижает квоту, согласованную в начале года, но при этом продолжает качать больше, чем нужно, и не показывает признаков компенсации за предыдущее перепроизводство. В октябре он сократил суточную добычу на 66 000 баррелей до 4,068 млн баррелей, что все еще немного выше целевого показателя в 4 млн баррелей. Россия осталась немного выше своего согласованного потолка, говорится в отчете.
ОПЕК прогнозирует, что мировое потребление нефти в этом году составит в среднем 104 миллиона баррелей в день. В 2025 году суточный спрос увеличится еще на 1,5 миллиона баррелей, что на 103 000 баррелей меньше, чем организация прогнозировала ранее.
МЭА опубликует свою последнюю ежемесячную оценку состояния мировых нефтяных рынков в четверг. По его прогнозам, рост спроса будет замедляться по мере того, как мир будет переходить от ископаемого топлива на электромобили в попытке предотвратить катастрофические изменения климата.","12.11.2024, 15:45",https://ru.investing.com/news/commodities-news/article-2567775,-0.01956914100308821
